X,Y,OBJECTID,CAM_NUM,NOTES,LOCATION,PROJ,XCOORD,YCOORD,created_user,created_date,last_edited_user,last_edited_date
-8524244.2489384,4767744.93140463,417,1408, ,Belair and Clifton Park Terrace,Belair Rd,-76.57459112,39.32092451,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524153.55922742,4767855.8028387,418,1409, ,Belair and Erdman,Belair Rd,-76.57377644,39.321695,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8523156.27830346,4768874.30275964,419,1410, ,Belair and Sheldon,Belair Rd,-76.56481771,39.32877258,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528366.54953066,4762146.79975804,420,1904, ,Science Center,Inner Harbor,-76.61162239,39.28200976,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528398.44532454,4762634.22275957,421,1907, ,Light Street Food Hall,Inner Harbor,-76.61190891,39.28539888,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528698.14220547,4762460.29756822,422,1920, ,Charles and Conway,Federal Reserve,-76.61460113,39.28418958,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529022.18432919,4762444.6304952,423,1921, ,Sharp and Conway,Federal Reserve,-76.61751206,39.28408064,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529142.24265292,4761622.89643937,424,1571, ,182 Hamburg St,Federal Reserve,-76.61859056,39.2783668,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529035.68859083,4762759.14309879,425,1923, ,Pratt and Sharp,Federal Reserve,-76.61763337,39.28626745,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528560.21004954,4762790.34003676,426,1924, ,Pratt and Light,Federal Reserve,-76.61336207,39.28648436,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525686.2834345,4764523.65724818,427,1942, ,NE Market North,Northeast Market,-76.58754514,39.29853485,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525680.45735417,4764406.99958034,428,1943, ,NE Market South,Northeast Market,-76.5874928,39.29772388,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525683.90056434,4764461.31950695,429,1944, ,NE Market Middle,Northeast Market,-76.58752373,39.29810149,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525721.28028151,4764390.81214364,430,1945, ,McElderry & Chester,Northeast Market,-76.58785952,39.29761135,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531024.22577647,4765297.34386812,431,1961, ,Avenue Market Front,Avenue Market,-76.63549671,39.30391305,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531043.50222629,4765267.2839765,432,1962, ,Avenue Market Middle,Avenue Market,-76.63566987,39.3037041,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531052.89129612,4765241.91587109,433,1963, ,Avenue Market Back,Avenue Market,-76.63575421,39.30352777,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531031.62101596,4765343.42267934,434,1964, ,Pennsylvania and Laurens,Avenue Market,-76.63556314,39.30423335,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531164.28938633,4765243.03187475,435,1965, ,Fremont and Laurens,Avenue Market,-76.63675492,39.30353552,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530986.51011524,4765222.07554604,436,1966, ,Avenue Market Parking Lot,Avenue Market,-76.6351579,39.30338985,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531139.93558448,4762927.08269445,437,1980, ,Southwest Corner,Hollins Market,-76.63653615,39.2874351,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531141.40986909,4762945.96786723,438,1981, ,Northwest Corner,Hollins Market,-76.63654939,39.28756641,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531129.63137807,4762937.23481369,439,1982, ,Aisle Cam 1,Hollins Market,-76.63644358,39.28750569,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531072.25590573,4762939.88456988,440,1983, ,Aisle Cam 2,Hollins Market,-76.63592817,39.28752411,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531031.36082163,4762942.30002632,441,1984, ,Aisle Cam 3,Hollins Market,-76.6355608,39.2875409,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531151.80764749,4762951.17203615,442,1985, ,Hollins St and Carrollton,Hollins Market,-76.63664279,39.28760259,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531106.07442962,4762912.23279645,443,1986, ,Boyd St Side Entrance,Hollins Market,-76.63623197,39.28733185,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530984.35244472,4762927.74575123,444,1987, ,Arlington Ave East Entrance,Hollins Market,-76.63513852,39.28743971,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530274.23862423,4764694.913182,445,2001, ,553 Dolphin St,McCulloh,-76.62875946,39.29972535,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530214.65523651,4764658.64496689,446,2002, ,569 Dolphin St,McCulloh,-76.62822421,39.29947323,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530169.2540649,4764671.83288495,447,2003, ,520 Hoffman St,McCulloh,-76.62781636,39.29956491,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530211.37655069,4764761.79729323,448,2004, ,517 Dolphin St,McCulloh,-76.62819476,39.3001903,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530079.40986749,4764654.66557453,449,2005, ,534 Preston St,McCulloh,-76.62700928,39.29944557,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530158.8879674,4764796.70382338,450,2006, ,503 Dolphin St,McCulloh,-76.62772324,39.30043295,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530182.6481698,4764594.39244176,451,2007, ,535 Hoffman St,McCulloh,-76.62793668,39.29902657,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530111.7174576,4764527.78859708,452,2008, ,570 Preston St,McCulloh,-76.6272995,39.29856357,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530069.3929734,4764574.11050483,453,2009, ,556 Preston St,McCulloh,-76.6269193,39.29888558,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530022.37361745,4764601.24042129,454,2010, ,516 Preston St,McCulloh,-76.62649691,39.29907418,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530031.77509846,4764642.41936984,455,2011, ,514 Preston St,McCulloh,-76.62658137,39.29936044,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530020.88689814,4764725.5421066,456,2012, ,1020 Druid Hill Rd,McCulloh,-76.62648356,39.29993827,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529963.00438157,4765025.67352212,457,2013, ,1135 Tiffany Ct,McCulloh,-76.62596359,39.30202461,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529903.38216695,4764963.2998339,458,2014, ,1101 Tiffany Ct,McCulloh,-76.62542799,39.30159103,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529899.4067021,4764846.22825688,459,2015, ,1035 Tiffany Ct,McCulloh,-76.62539228,39.30077722,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529794.24254121,4764849.44865417,460,2016, ,1001 Tiffany Ct,McCulloh,-76.62444758,39.3007996,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529867.82658418,4764813.29255423,461,2017, ,440 Oxford Ct,McCulloh,-76.62510859,39.30054827,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530022.6768763,4764933.27396507,462,2018, ,443 Manse Ct,McCulloh,-76.62649964,39.30138231,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530095.92997446,4764896.34563229,463,2019, ,1134 Stoddard Ct,McCulloh,-76.62715768,39.3011256,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530036.56264431,4764834.34061637,464,2020, ,1100 Stoddard Ct,McCulloh,-76.62662438,39.30069458,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529986.28532793,4764782.657819,465,2021, ,1034 Stoddard Ct,McCulloh,-76.62617273,39.30033531,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529927.7810832,4764720.16620483,466,2022, ,1000 Stoddard Ct,McCulloh,-76.62564717,39.2999009,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529829.46497144,4764730.74670033,467,2023, ,442 Walton Ct,McCulloh,-76.62476398,39.29997445,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529793.3814149,4764581.46080005,468,2024, ,900 Stoddard Ct,McCulloh,-76.62443984,39.29893668,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532160.8697719,4765863.56199697,469,2101, ,1638 Bruce Ct rear,Gilmor Homes,-76.64570736,39.3078488,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532147.26384454,4765781.78196961,470,2102, ,1638 Bruce Ct,Gilmor Homes,-76.64558513,39.30728037,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532153.85986324,4765709.32037456,471,2103, ,1600 Bruce Ct rear,Gilmor Homes,-76.64564439,39.3067767,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532085.01424189,4765712.48061696,472,2105, ,1601 Bakbury Ct,Gilmor Homes,-76.64502593,39.30679867,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532094.03318294,4765866.5067657,473,2106, ,1679 Bakbury Ct,Gilmor Homes,-76.64510695,39.30786927,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532045.97805277,4765868.42765225,474,2107, ,1678 Mountmor Ct,Gilmor Homes,-76.64467527,39.30788262,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532048.58673862,4765714.3237648,475,2108, ,1600 Mountmor Ct,Gilmor Homes,-76.6446987,39.30681148,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531986.9289458,4765871.51450189,476,2111, ,1679 Vincent Ct,Gilmor Homes,-76.64414482,39.30790408,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531984.48682429,4765798.44447262,477,2112, ,1641 Vincent Ct,Gilmor,-76.64412288,39.30739619,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531958.80672921,4765520.47876943,478,2116, ,1500 Pressman Ct,Gilmor,-76.64389219,39.30546408,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531921.18079925,4765560.07330337,479,2117, ,1519 Presser Ct,Gilmor,-76.64355419,39.3057393,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532038.95181714,4765490.72907182,480,2120, ,1458 Mountmor Ct,Gilmor Homes,-76.64461215,39.30525729,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532026.17407262,4765427.60629925,481,2121, ,1428 Mountmor Ct,Gilmor Homes,-76.64449736,39.30481852,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531960.74277983,4765449.03795832,482,2122, ,1629 Balmor Ct rear,Gilmor Homes,-76.64390958,39.30496749,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531999.65818322,4765373.15496544,483,2123, ,1401 Mountmor Ct,Gilmor Homes,-76.64425917,39.30444003,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531974.75782335,4765379.41390401,484,2124, ,1639 Booker Ct,Gilmor Homes,-76.64403548,39.30448353,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531954.74216339,4765311.92464881,485,2126, ,1629 Lorman Ct,Gilmor Homes,-76.64385568,39.30401441,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531993.42443181,4765320.01493621,486,2127, ,1631 Lorman Ct,Gilmor,-76.64420317,39.30407064,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532031.77163901,4765318.70593891,487,2128, ,1649 Lorman Ct,Gilmor Homes,-76.64454765,39.30406154,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532030.3638622,4765273.96770709,488,2129, ,1658 Delano Ct,Gilmor Homes,-76.644535,39.30375056,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531952.99577495,4765276.89298785,489,2130, ,1628 Delano Ct,Gilmor,-76.64383999,39.3037709,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531898.5008322,4765278.61560822,490,2131, ,1600 Delano Ct,Gilmor,-76.64335046,39.30378287,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532011.92084588,4765651.46427726,491,2132, ,1521 Mountmor Ct,Gilmor Homes,-76.64436932,39.30637455,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527756.7572591,4764908.98798772,492,2201, ,800 Abbott Ct,Latrobe,-76.60614453,39.30121349,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527629.41189276,4764926.47984856,493,2202, ,856 Abbott Ct,Latrobe,-76.60500056,39.30133508,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527702.11928564,4764847.99684194,494,2203, ,818 Webb Ct,Latrobe,-76.60565371,39.30078951,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527734.05000062,4764777.13951631,495,2204, ,800 McAleer Ct,Latrobe,-76.60594054,39.30029695,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527663.05114665,4764777.85897061,496,2205, ,834 McAleer Ct,Latrobe,-76.60530275,39.30030195,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527602.73554225,4764741.98833188,497,2206, ,864 McAleer Ct,Latrobe,-76.60476093,39.3000526,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527654.53320462,4764739.70216461,498,2207, ,831 McAleer Ct,Latrobe,-76.60522623,39.3000367,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527725.64603209,4764726.10215223,499,2208, ,859 Homewood Ave,Latrobe,-76.60586505,39.29994216,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527705.62200684,4764646.89547503,500,2209, ,820 Hillman Ct,Latrobe,-76.60568517,39.29939155,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527746.83036799,4764641.26703753,501,2210, ,819 Hillman Ct,Latrobe,-76.60605535,39.29935243,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527552.18309639,4764918.59189327,502,2211, ,819 Homewood Ave,Latrobe,-76.60430681,39.30128025,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527488.05478134,4764846.93460163,503,2212, ,916 Webb Ct,Latrobe,-76.60373073,39.30078213,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527548.82784419,4764798.63367878,504,2213, ,921 Webb Ct,Latrobe,-76.60427667,39.30044637,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527493.45398674,4764768.36938526,505,2214, ,922 Ashland Ct,Latrobe,-76.60377923,39.30023598,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527606.48621254,4764705.01523941,506,2215, ,859 McAleer Ct,Latrobe,-76.60479462,39.29979558,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527504.4724598,4764624.49546593,507,2216, ,943 Wilmot Ct,Latrobe,-76.60387821,39.29923584,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527450.45090635,4764926.68350986,508,2217, ,1000 Abbott Ct,Latrobe,-76.60339293,39.3013365,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527374.26025346,4764819.82832836,509,2218, ,1101 Webb Ct,Latrobe,-76.6027085,39.3005937,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527391.47357987,4764772.63472282,510,2219, ,1000 Ashland Ct,Latrobe,-76.60286313,39.30026563,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527418.88487041,4764715.72856262,511,2220, ,1020 McAleer Ct,Latrobe,-76.60310937,39.29987005,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527467.09610382,4764692.97649991,512,2221, ,1001 McAleer Ct,Latrobe,-76.60354246,39.29971189,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527309.02422788,4764753.51144963,513,2222, ,1116 McAleer Ct,Latrobe,-76.60212247,39.3001327,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527318.34281263,4764721.2324711,514,2223, ,1130 McAleer Ct,Latrobe,-76.60220618,39.29990831,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527370.97576493,4764632.41416797,515,2224, ,1101 Wilmot Ct,Latrobe,-76.60267899,39.29929088,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527596.10357954,4764858.06744105,516,2225, ,901 Valley Ct,Latrobe,-76.60470135,39.30085952,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527593.45711756,4764771.02539114,517,2226, ,901 Valley Ct,Latrobe,-76.60467758,39.30025445,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527587.885623,4764686.77448321,518,2227, ,901 McAleer Ct,Latrobe,-76.60462753,39.29966877,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526883.18318565,4763147.86865024,519,2301, ,200 Spring Ct,Perkins,-76.59829708,39.28897016,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526851.32623531,4762939.68712234,520,2302, ,299 Spring Ct,Perkins,-76.5980109,39.28752274,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526795.06820561,4763014.66169101,521,2303, ,264 Ballou Ct,Perkins,-76.59750553,39.28804402,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526763.49238039,4763094.2508029,522,2304, ,229 Ballou Ct,Perkins,-76.59722187,39.28859738,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526673.0960672,4763031.74857682,523,2305, ,269 Dallas Ct,Perkins,-76.59640983,39.28816282,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526604.62627004,4763098.84191403,524,2306, ,231 Mason Ct,Perkins,-76.59579476,39.2886293,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526597.97762632,4762953.93260675,525,2307, ,299 Mason Ct,Perkins,-76.59573503,39.28762178,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526585.79141068,4762960.10753254,526,2308, ,295 Mason Ct,Perkins,-76.59562556,39.28766472,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526517.44208707,4763168.88171434,527,2309, ,200 Herring Ct,Perkins,-76.59501157,39.28911626,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526550.10378709,4763016.44718657,528,2310, ,270 Herring Ct,Perkins,-76.59530497,39.28805643,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526494.19607461,4762959.89122342,529,2311, ,299 Herring Ct,Perkins,-76.59480274,39.28766321,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526864.84151026,4762792.55971517,530,2312, ,354 Spring Ct,Perkins,-76.59813231,39.28649979,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526819.9410991,4762857.23545799,531,2313, ,Community Building,Perkins,-76.59772896,39.28694947,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526787.33289313,4762914.41231829,532,2314, ,1413 Gough St,Perkins,-76.59743604,39.28734701,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526753.39676363,4762879.77644192,533,2315, ,319 Ballou Ct,Perkins,-76.59713118,39.28710619,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526751.73979765,4762853.83961207,534,2316, ,330 Ballou Ct,Perkins,-76.5971163,39.28692586,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526696.22355352,4762865.57870416,535,2317, ,326 Dallas Ct,Perkins,-76.59661759,39.28700748,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526631.23176312,4762845.09135329,536,2318, ,336 Mason Ct,Perkins,-76.59603376,39.28686503,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526592.66506231,4762862.4030207,537,2319, ,329 Mason Ct,Perkins,-76.59568731,39.2869854,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526540.55329423,4762874.21768732,538,2320, ,326 Herring Ct,Perkins,-76.59521918,39.28706754,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527522.80800436,4763954.52346152,539,2401, ,231 Orleans St,PVG,-76.60404292,39.2945783,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527415.19568578,4763952.19365507,540,2402, ,310 Forrest St,PVG,-76.60307623,39.29456211,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527281.95814482,4763835.04746972,541,2403, ,1110 New Hope Cir,PVG,-76.60187933,39.29374769,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527374.78919661,4763761.57739067,542,2404, ,1021 New Hope Cir,PVG,-76.60271325,39.29323692,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527429.97425589,4763853.89993656,543,2405, ,1008 New Hope Cir,PVG,-76.60320899,39.29387876,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527276.35134699,4763718.49907428,544,2406, ,1124 Colvin St,PVG,-76.60182897,39.29293743,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527505.16391847,4763818.59762298,545,2407, ,215 Saint Mathews St,PVG,-76.60388443,39.29363333,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527436.08206797,4763670.64753112,546,2408, ,1100 Colvin St,PVG,-76.60326385,39.29260475,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527310.71849933,4763906.06495032,547,2409, ,SE Corner of N Tot Lot,PVG,-76.60213769,39.29424142,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527318.77971518,4763771.55243883,548,2410, ,NW Corner of S Tot Lot,PVG,-76.60221011,39.29330626,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527426.36374701,4763732.22277172,549,2411, ,SE Corner of W Tot Lot,PVG,-76.60317655,39.29303284,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527220.69345465,4763790.61263687,550,2412, ,Courtyard Play Area,PVG,-76.60132898,39.29343877,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527086.38984392,4763794.35200691,551,2413, ,NE Elderly Bldg Central Ave,PVG,-76.60012251,39.29346477,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527208.28597476,4763860.55135475,552,2414, ,NE Community Center,PVG,-76.60121753,39.293925,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527083.19693111,4763709.16631607,553,2415, ,SE Elderly Bldg CentralAve,PVG,-76.60009383,39.29287254,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527148.47700481,4763701.53440941,554,2416, ,SW Elderly Bldg Fayette St,PVG,-76.60068025,39.29281948,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527158.05514266,4763744.39305864,555,2417, ,Elderly Bldg Court Yard,PVG,-76.60076629,39.29311745,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527402.39494149,4763561.02655911,556,2418, ,Youth Center Fayette St,PVG,-76.60296124,39.29184263,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527323.31868308,4763591.92193005,557,2419, ,Daycare Center 1106 Fayette St,PVG,-76.60225088,39.29205743,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527293.51690461,4763652.27125866,558,2420, ,Daycare Center Play Area,PVG,-76.60198317,39.29247699,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527152.81925185,4763794.44221941,559,2421, ,NW Senior Center,PVG,-76.60071926,39.2934654,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
